148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

148.793	160.059	646.749	1.43542	-1.99462	0.0077616

